Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
20.0,0.080933328,1,35,1,0,842.237,False,False,False,True
19.2,0.100055601,2,16,0,1,1223.0746,False,True,False,False
20.1,0.054540159,3,21,1,2,755.683,False,True,False,False
11.5,0.037723476,2,11,1,0,1953.4572,False,False,True,False
9.3,0.14897741,3,22,0,0,288.9572,True,False,False,False
15.2,0.104201019,3,11,1,0,2976.7918,False,False,True,False
12.65,0.076198809,4,18,0,1,2675.1844,False,True,False,False
11.1,0.010639596,1,16,0,1,755.0172,False,True,False,False
19.75,0.025039776,2,35,0,2,410.1328,True,False,False,False
21.0,0.086326707,4,35,0,2,387.4956,True,False,False,False
19.2,0.041220035,2,16,0,1,3635.268,False,True,False,False
19.75,0.01247354,4,18,0,1,1323.6104,False,True,False,False
6.135,0.079132212,2,18,0,1,2942.836,False,True,False,False
12.5,0.020693809,4,16,0,1,4379.6324,False,True,False,False
7.235,0.10016525,4,18,0,1,2936.178,False,True,False,False
15.85,0.057302606,1,16,0,1,600.5516,False,True,False,False
9.895,0.048761046,4,18,0,1,8851.1452,False,True,False,False
20.75,0.0,3,16,0,1,2428.8384,False,True,False,False
10.8,0.052149675,4,21,1,2,3813.7024,False,True,False,False
8.76,0.050130529,2,21,1,2,2556.672,False,True,False,False
16.1,0.024987903,2,21,1,2,1255.033,False,True,False,False
7.1,0.109990885,3,16,0,1,2769.728,False,True,False,False
19.35,0.049736267,1,18,0,1,1571.288,False,True,False,False
16.7,0.117026714,4,22,0,0,188.4214,True,False,False,False
9.5,0.035121963,3,33,2,0,1022.6688,False,True,False,False
8.43,0.017311312,4,33,2,0,3744.4592,False,True,False,False
14.15,0.008811818,4,18,0,1,2749.754,False,True,False,False
5.44,0.025583714,4,11,1,0,480.7076,False,False,True,False
7.35,0.014353174,4,33,2,0,969.4048,False,True,False,False
8.6,0.054220618,2,35,1,0,4933.578,False,False,False,True
20.1,0.054410179,3,33,2,0,2720.4588,False,True,False,False
12.0,0.033974436,3,23,0,2,4527.44,False,True,False,False
21.25,0.009996872,3,16,0,1,3123.9336,False,True,False,False
8.3,0.030212499,2,18,0,1,2857.6136,False,True,False,False
10.1,0.027217468,1,13,0,1,1454.773,False,True,False,False
14.15,0.038123176,2,13,0,1,1992.0736,False,True,False,False
9.0,0.079506434,1,18,0,1,1728.4168,False,True,False,False
12.15,0.021811987,3,11,1,0,2311.6576,False,False,True,False
10.8,0.082150145,4,35,1,0,7478.2656,False,False,False,True
12.1,0.036012919,3,35,0,2,593.8936,True,False,False,False
20.0,0.028167478,1,21,1,2,452.744,False,True,False,False
6.71,0.029560451,1,23,0,2,856.8846,False,True,False,False
13.65,0.039631495,1,35,1,0,984.7182,False,False,False,True
7.365,0.04280099,4,13,0,1,2037.348,False,True,False,False
7.935,0.017141985,1,33,2,0,149.805,False,True,False,False
12.6,0.056394771,1,13,0,1,473.3838,False,True,False,False
17.6,0.056379439,1,21,1,2,293.6178,False,True,False,False
19.0,0.129534812,4,21,1,2,5105.3544,False,True,False,False
7.5,0.036439878,3,13,0,1,3010.7476,False,True,False,False
13.35,0.0,1,23,0,2,986.7156,False,True,False,False
8.6,0.090191431,2,23,0,2,458.0704,False,True,False,False
15.1,0.30374337,4,35,0,2,589.233,True,False,False,False
10.5,0.022590318,2,22,0,0,283.6308,True,False,False,False
9.0,0.082011521,4,23,0,2,1935.4806,False,True,False,False
4.61,0.122843005,3,21,1,2,1569.9564,False,True,False,False
10.895,0.05432142,3,22,0,0,437.4306,True,False,False,False
17.6,0.049144165,2,21,1,2,1717.764,False,True,False,False
11.65,0.040577878,4,21,1,2,1304.968,False,True,False,False
19.1,0.067400032,1,21,1,2,784.3124,False,True,False,False
17.2,0.012036432,3,18,0,1,1816.3024,False,True,False,False
16.5,0.073977473,4,18,0,1,2070.638,False,True,False,False
15.6,0.143396175,2,18,0,1,2184.4898,False,True,False,False
9.0,0.03201648,2,16,0,1,1922.8304,False,True,False,False
15.0,0.058346234,1,33,2,0,633.8416,False,True,False,False
17.85,0.14571827,2,35,1,0,2269.0464,False,False,False,True
12.6,0.055806016,1,35,1,0,1209.7586,False,False,False,True
6.195,0.072097449,2,21,1,2,1205.098,False,True,False,False
20.2,0.117543713,4,21,1,2,3338.987,False,True,False,False
20.7,0.048718334,1,33,2,0,227.7036,False,True,False,False
20.25,0.0591756,4,11,1,0,4680.574,False,False,True,False
7.655,0.031918284,2,33,2,0,695.0952,False,True,False,False
20.1,0.095587976,4,35,0,2,579.246,True,False,False,False
5.92,0.019308607,1,13,0,1,1478.076,False,True,False,False
18.75,0.023974769,2,13,0,1,694.4294,False,True,False,False
9.395,0.100602552,1,18,0,1,703.0848,False,True,False,False
13.35,0.091189915,3,16,0,1,4514.124,False,True,False,False
5.19,0.077480627,2,35,0,2,206.398,True,False,False,False
19.2,0.129731747,4,22,0,0,589.233,True,False,False,False
19.0,0.103363904,4,33,2,0,3169.208,False,True,False,False
14.15,0.020714523,2,23,0,2,2490.092,False,True,False,False
20.85,0.062212713,1,16,0,1,1151.1682,False,True,False,False
8.63,0.031271134,4,13,0,1,3900.9222,False,True,False,False
16.7,0.026729068,4,11,1,0,6439.6176,False,False,True,False
7.895,0.094567181,2,23,0,2,1845.5976,False,True,False,False
7.72,0.05193741,1,33,2,0,934.7832,False,True,False,False
5.615,0.126480422,2,13,0,1,3202.498,False,True,False,False
7.05,0.055644887,4,21,1,2,2684.5056,False,True,False,False
14.35,0.028519419,2,22,0,0,221.0456,True,False,False,False
8.52,0.027101431,3,21,1,2,2439.4912,False,True,False,False
7.645,0.067083367,1,13,0,1,596.5568,False,True,False,False
12.1,0.020652362,3,11,1,0,2227.101,False,False,True,False
14.8,0.081042136,4,23,0,2,5159.2842,False,True,False,False
20.75,0.021336565,3,11,1,0,1366.2216,False,False,True,False
10.8,0.029001987,4,18,0,1,8604.7992,False,True,False,False
18.35,0.069745165,4,22,0,0,378.1744,True,False,False,False
13.5,0.068148886,1,11,1,0,711.0744,False,False,True,False
20.5,0.144094079,1,13,0,1,1061.951,False,True,False,False
12.35,0.186616421,1,11,1,0,1004.0264,False,False,True,False
8.895,0.105323859,1,18,0,1,609.207,False,True,False,False
16.7,0.022110425,2,18,0,1,3558.0352,False,True,False,False
16.2,0.019374768,3,16,0,1,2025.3636,False,True,False,False
7.26,0.014482278,2,11,1,0,1864.24,False,False,True,False
6.65,0.087805788,2,21,1,2,1907.517,False,True,False,False
13.35,0.048027043,4,23,0,2,5660.6316,False,True,False,False
17.35,0.055908268,2,16,0,1,607.2096,False,True,False,False
20.7,0.048522793,1,35,1,0,1024.6662,False,False,False,True
5.46,0.032359413,4,13,0,1,3169.208,False,True,False,False
18.25,0.088807455,4,16,0,1,2740.4328,False,True,False,False
8.185,0.046556408,1,21,1,2,640.4996,False,True,False,False
7.5,0.050750977,2,23,0,2,1960.1152,False,True,False,False
12.65,0.035404052,4,16,0,1,2067.309,False,True,False,False
14.3,0.130390458,1,16,0,1,231.6984,False,True,False,False
17.85,0.074422769,2,22,0,0,253.004,True,False,False,False
6.425,0.105742544,2,22,0,0,131.1626,True,False,False,False
6.825,0.046729336,3,18,0,1,2153.1972,False,True,False,False
16.5,0.073470234,4,35,1,0,5383.6588,False,False,False,True
20.25,0.058886477,4,33,2,0,1724.422,False,True,False,False
19.2,0.18293775,4,21,1,2,3615.294,False,True,False,False
17.7,0.020993364,3,22,0,0,168.4474,True,False,False,False
9.695,0.029223424,3,18,0,1,2999.429,False,True,False,False
21.35,0.068489201,4,35,1,0,4165.2448,False,False,False,True
7.75,0.043326511,2,18,0,1,1134.5232,False,True,False,False
18.85,0.136532569,3,35,1,0,2888.2404,False,False,False,True
19.75,0.018051091,3,21,1,2,2696.49,False,True,False,False
5.325,0.23212188,1,22,0,0,53.9298,True,False,False,False
8.63,0.057620562,2,35,0,2,113.8518,True,False,False,False
18.7,0.045865089,3,35,1,0,2287.023,False,False,False,True
20.25,0.021002171,3,35,0,2,555.2772,True,False,False,False
6.71,0.029727657,1,13,0,1,1120.5414,False,True,False,False
14.35,0.080527065,1,33,2,0,719.064,False,True,False,False
15.2,0.0,1,21,1,2,437.4306,False,True,False,False
5.82,0.0,4,21,1,2,2050.664,False,True,False,False
5.59,0.056833394,1,11,1,0,1214.4192,False,False,True,False
18.5,0.062256921,3,23,0,2,2059.9852,False,True,False,False
6.67,0.089512542,2,35,1,0,3672.5528,False,False,False,True
14.0,0.060427062,3,23,0,2,3089.312,False,True,False,False
7.605,0.216323008,3,22,0,0,815.605,True,False,False,False
20.1,0.135612397,1,35,0,2,61.2536,True,False,False,False
9.6,0.085125951,2,18,0,1,1278.336,False,True,False,False
17.7,0.122565413,2,13,0,1,1528.011,False,True,False,False
15.7,0.0,1,22,0,0,129.831,True,False,False,False
13.65,0.077670981,1,13,0,1,1301.639,False,True,False,False
14.6,0.043201813,2,13,0,1,1844.9318,False,True,False,False
15.6,0.088215871,4,13,0,1,5068.7354,False,True,False,False
20.25,0.036295834,4,33,2,0,1095.241,False,True,False,False
8.02,0.186528819,3,22,0,0,307.5996,True,False,False,False
18.35,0.099026525,1,33,2,0,1295.6468,False,True,False,False
16.6,0.0,2,23,0,2,2607.2728,False,True,False,False
10.0,0.063162608,4,16,0,1,3455.502,False,True,False,False
16.1,0.063429818,3,21,1,2,2345.6134,False,True,False,False
13.0,0.139785104,4,22,0,0,197.7426,True,False,False,False
16.1,0.04807227,2,13,0,1,1761.7068,False,True,False,False
19.0,0.112097433,2,21,1,2,1905.5196,False,True,False,False
17.6,0.010037996,3,16,0,1,3086.6488,False,True,False,False
6.32,0.012789884,1,13,0,1,1060.6194,False,True,False,False
9.3,0.033431669,3,16,0,1,4653.942,False,True,False,False
11.1,0.03623131,3,13,0,1,3339.6528,False,True,False,False
8.88,0.086360962,3,35,1,0,2439.4912,False,False,False,True
6.15,0.046232445,2,33,2,0,1379.5376,False,True,False,False
20.85,0.097618234,4,23,0,2,897.4984,False,True,False,False
17.1,0.046808553,2,23,0,2,1404.838,False,True,False,False
13.15,0.03810738,1,11,1,0,615.1992,False,False,True,False
16.5,0.093846532,2,16,0,1,1069.2748,False,True,False,False
11.65,0.040744057,4,13,0,1,4101.328,False,True,False,False
13.15,0.022831052,3,21,1,2,4793.76,False,True,False,False
19.35,0.076878416,2,21,1,2,1138.518,False,True,False,False
19.35,0.021501067,2,18,0,1,2771.7254,False,True,False,False
16.5,0.07964724,2,33,2,0,1948.1308,False,True,False,False
21.35,0.068809463,4,16,0,1,5206.556,False,True,False,False
16.0,0.115570552,1,16,0,1,173.7738,False,True,False,False
20.5,0.143164371,1,33,2,0,73.238,False,True,False,False
19.75,0.018008071,3,33,2,0,3415.554,False,True,False,False
17.6,0.015775777,3,13,0,1,3803.0496,False,True,False,False
4.615,0.102407778,4,13,0,1,3961.51,False,True,False,False
5.88,0.003606726,3,11,1,0,1384.1982,False,False,True,False
11.8,0.093801337,2,21,1,2,1251.704,False,True,False,False
17.35,0.0,2,33,2,0,1821.6288,False,True,False,False
12.35,0.033760862,4,23,0,2,5141.3076,False,True,False,False
9.5,0.031131455,2,35,1,0,3205.1612,False,False,False,True
9.0,0.082177842,4,18,0,1,1720.4272,False,True,False,False
6.235,0.118858866,4,21,1,2,3418.883,False,True,False,False
9.6,0.0,4,16,0,1,4374.306,False,True,False,False
16.75,0.105448901,3,13,0,1,782.315,False,True,False,False
17.1,0.046881328,2,21,1,2,1685.8056,False,True,False,False
6.825,0.078057026,3,22,0,0,153.7998,True,False,False,False
6.78,0.140955857,1,13,0,1,4101.328,False,True,False,False
16.0,0.107186944,3,11,1,0,3453.5046,False,False,True,False
15.0,0.153960209,2,16,0,1,1179.1318,False,True,False,False
7.39,0.093160853,4,11,1,0,1004.0264,False,False,True,False
17.6,0.05629192,1,23,0,2,419.454,False,True,False,False
12.65,0.15604396,4,23,0,2,3845.6608,False,True,False,False
17.85,0.044463491,2,23,0,2,2024.032,False,True,False,False
11.15,0.00827301,3,33,2,0,1956.1204,False,True,False,False
15.7,0.030697825,1,16,0,1,1168.479,False,True,False,False
14.65,0.0,1,22,0,0,55.2614,True,False,False,False
19.25,0.101281,1,35,1,0,2020.0372,False,False,False,True
18.25,0.012300013,3,18,0,1,3073.9986,False,True,False,False
20.7,0.0,2,13,0,1,1884.8798,False,True,False,False
15.85,0.057313443,1,23,0,2,1364.89,False,True,False,False
6.575,0.075625152,3,21,1,2,3193.1768,False,True,False,False
17.75,0.030568919,3,18,0,1,2336.958,False,True,False,False
11.8,0.198424841,3,35,0,2,370.1848,True,False,False,False
14.0,0.029578726,3,35,1,0,3756.4436,False,False,False,True
12.85,0.213125482,1,35,0,2,175.7712,True,False,False,False
16.7,0.120137953,3,13,0,1,3078.6592,False,True,False,False
10.85,0.028679894,2,23,0,2,2109.2544,False,True,False,False
10.0,0.099804623,2,21,1,2,3243.7776,False,True,False,False
13.65,0.044526443,1,22,0,0,71.9064,True,False,False,False
19.0,0.162882227,1,22,0,0,189.0872,True,False,False,False
9.6,0.022404493,2,13,0,1,2579.975,False,True,False,False
12.0,0.075975642,2,13,0,1,1486.0656,False,True,False,False
5.925,0.09644909,1,16,0,1,312.2602,False,True,False,False
13.0,0.041816615,4,16,0,1,4845.0266,False,True,False,False
8.18,0.082867689,1,13,0,1,171.7764,False,True,False,False
12.8,0.076214289,2,18,0,1,1834.279,False,True,False,False
19.2,0.124301968,1,18,0,1,2082.6224,False,True,False,False
14.5,0.097201128,3,23,0,2,2705.1454,False,True,False,False
5.19,0.042861968,4,13,0,1,3731.809,False,True,False,False
13.3,0.0713931,1,33,2,0,1592.5936,False,True,False,False
19.6,0.041256807,1,33,2,0,2125.2336,False,True,False,False
17.75,0.034746076,4,16,0,1,998.7,False,True,False,False
12.35,0.093441604,2,21,1,2,3673.8844,False,True,False,False
14.35,0.017024598,2,33,2,0,2099.9332,False,True,False,False
6.365,0.007363189,1,18,0,1,1225.072,False,True,False,False
5.78,0.014484582,3,35,1,0,3062.0142,False,False,False,True
20.25,0.011937183,3,35,1,0,4442.2176,False,False,False,True
14.75,0.032862976,4,33,2,0,4278.4308,False,True,False,False
12.15,0.015484763,4,21,1,2,631.1784,False,True,False,False
6.59,0.026163192,2,33,2,0,602.549,False,True,False,False
12.6,0.073920438,4,23,0,2,2797.6916,False,True,False,False
18.2,0.086352403,3,35,0,2,445.4202,True,False,False,False
9.395,0.03976832,1,35,1,0,2348.9424,False,False,False,True
17.6,0.015950066,1,35,1,0,1975.4286,False,False,False,True
8.18,0.082002559,1,35,1,0,1374.2112,False,False,False,True
7.325,0.093307668,1,33,2,0,2006.7212,False,True,False,False
15.85,0.143199389,3,35,0,2,352.874,True,False,False,False
15.1,0.019965179,2,21,1,2,908.817,False,True,False,False
10.5,0.116108797,3,35,1,0,6035.477,False,False,False,True
8.51,0.078339081,3,33,2,0,1379.5376,False,True,False,False
17.0,0.237651344,3,35,0,2,171.1106,True,False,False,False
20.35,0.031102571,4,13,0,1,2045.3376,False,True,False,False
17.85,0.018097419,2,11,1,0,1332.9316,False,False,True,False
18.25,0.078041216,4,11,1,0,2848.9582,False,False,True,False
17.6,0.08226356,3,33,2,0,1278.336,False,True,False,False
10.895,0.026880159,2,23,0,2,1491.392,False,True,False,False
11.85,0.222063351,2,22,0,0,195.7452,True,False,False,False
20.5,0.142589751,1,35,1,0,585.904,False,False,False,True
14.1,0.126292985,1,11,1,0,1133.8574,False,False,True,False
15.15,0.012260981,2,16,0,1,1186.4556,False,True,False,False
17.25,0.05869048,1,22,0,0,93.212,True,False,False,False
17.6,0.018982338,4,11,1,0,2836.308,False,False,True,False
14.6,0.059405152,3,23,0,2,3621.952,False,True,False,False
10.1,0.027059264,1,16,0,1,1761.041,False,True,False,False
10.5,0.071244438,2,16,0,1,1325.6078,False,True,False,False
12.6,0.007455054,4,16,0,1,3942.8676,False,True,False,False
18.7,0.046088273,3,23,0,2,3506.7686,False,True,False,False
5.985,0.096185556,2,11,1,0,3560.6984,False,False,True,False
12.1,0.11487406,4,23,0,2,5099.3622,False,True,False,False
13.0,0.083643716,4,21,1,2,2570.6538,False,True,False,False
19.2,0.022965292,3,18,0,1,2563.33,False,True,False,False
5.78,0.014584584,3,18,0,1,2187.153,False,True,False,False
7.17,0.059716729,2,16,0,1,2348.9424,False,True,False,False
20.85,0.062224479,1,23,0,2,1682.4766,False,True,False,False
18.75,0.034360687,4,21,1,2,4274.436,False,True,False,False
7.5,0.050708743,2,33,2,0,3185.1872,False,True,False,False
10.395,0.036957777,4,18,0,1,4580.704,False,True,False,False
12.8,0.023530953,4,23,0,2,1800.3232,False,True,False,False
11.65,0.058681957,3,33,2,0,517.3266,False,True,False,False
20.2,0.064728148,4,13,0,1,5668.6212,False,True,False,False
11.35,0.0,2,16,0,1,2125.2336,False,True,False,False
8.71,0.120773451,4,22,0,0,555.2772,True,False,False,False
8.31,0.115911972,3,18,0,1,1948.1308,False,True,False,False
19.0,0.10985775,4,22,0,0,188.4214,True,False,False,False
7.5,0.050853901,2,18,0,1,367.5216,False,True,False,False
6.525,0.090295708,1,23,0,2,601.2174,False,True,False,False
19.35,0.029084548,2,35,0,2,361.5294,True,False,False,False
20.7,0.026769592,1,35,1,0,2332.2974,False,False,False,True
6.985,0.137580452,3,21,1,2,4042.7376,False,True,False,False
11.3,0.066816565,4,18,0,1,1356.2346,False,True,False,False
6.115,0.01179078,4,22,0,0,948.765,True,False,False,False
9.5,0.036921781,4,22,0,0,782.9808,True,False,False,False
15.7,0.122742389,2,18,0,1,1192.4478,False,True,False,False
16.0,0.089971292,3,23,0,2,1701.7848,False,True,False,False
13.1,0.099186992,4,11,1,0,3153.2288,False,False,True,False
11.65,0.0,1,35,1,0,1042.6428,False,False,False,True
16.85,0.036596012,1,13,0,1,633.8416,False,True,False,False
8.575,0.041821227,2,35,0,2,213.056,True,False,False,False
14.85,0.016635488,3,22,0,0,312.926,True,False,False,False
18.2,0.090084098,4,18,0,1,3142.576,False,True,False,False
11.0,0.008960445,2,21,1,2,1696.4584,False,True,False,False
21.1,0.162418495,1,13,0,1,639.168,False,True,False,False
15.2,0.056237906,2,22,0,0,109.1912,True,False,False,False
8.365,0.071498575,1,35,1,0,796.9626,False,False,False,True
9.06,0.009791467,4,21,1,2,4687.232,False,True,False,False
11.5,0.072820885,4,33,2,0,3036.048,False,True,False,False
11.15,0.073354286,1,16,0,1,2372.9112,False,True,False,False
13.5,0.068010049,1,18,0,1,770.3306,False,True,False,False
15.1,0.087406863,4,23,0,2,663.1368,False,True,False,False
8.3,0.030198228,2,21,1,2,2167.8448,False,True,False,False
14.15,0.024442501,4,21,1,2,2749.754,False,True,False,False
15.2,0.033436336,2,35,1,0,3057.3536,False,False,False,True
8.365,0.039844429,4,23,0,2,1904.188,False,True,False,False
11.85,0.055805027,1,21,1,2,512.666,False,True,False,False
19.6,0.047888606,1,16,0,1,605.878,False,True,False,False
19.0,0.065735977,4,21,1,2,2826.321,False,True,False,False
18.25,0.076089711,4,21,1,2,3846.9924,False,True,False,False
19.85,0.020908608,1,21,1,2,557.2746,False,True,False,False
12.85,0.030678825,4,18,0,1,3542.056,False,True,False,False
19.0,0.111381428,2,35,1,0,2964.1416,False,False,False,True
19.6,0.039738393,3,11,1,0,2960.1468,False,False,True,False
15.7,0.01903743,1,13,0,1,490.0288,False,True,False,False
13.3,0.06356617,3,23,0,2,3611.2992,False,True,False,False
10.395,0.112553853,1,11,1,0,1378.206,False,False,True,False
10.5,0.013493914,3,16,0,1,3119.9388,False,True,False,False
19.35,0.118102769,4,23,0,2,2013.3792,False,True,False,False
14.1,0.06682033,4,33,2,0,4761.8016,False,True,False,False
8.6,0.040205535,4,23,0,2,7590.12,False,True,False,False
17.1,0.038816115,3,18,0,1,1326.2736,False,True,False,False
11.8,0.076348933,1,35,1,0,713.0718,False,False,False,True
20.5,0.032819637,1,21,1,2,982.055,False,True,False,False
15.1,0.096249842,2,21,1,2,2119.9072,False,True,False,False
6.69,0.0,3,13,0,1,4234.488,False,True,False,False
7.535,0.0,2,35,1,0,2396.88,False,False,False,True
7.905,0.010003987,4,33,2,0,5757.8384,False,True,False,False
18.0,0.124452048,2,23,0,2,1303.6364,False,True,False,False
7.84,0.154363209,1,13,0,1,599.22,False,True,False,False
15.15,0.066551268,3,13,0,1,3954.852,False,True,False,False
15.2,0.173703549,3,22,0,0,1050.6324,True,False,False,False
19.85,0.054025644,4,23,0,2,6503.5344,False,True,False,False
12.65,0.03523927,4,35,1,0,5972.226,False,False,False,True
7.325,0.093385381,1,23,0,2,1641.8628,False,True,False,False
5.88,0.024937792,3,18,0,1,2087.9488,False,True,False,False
10.695,0.060654268,3,16,0,1,3339.6528,False,True,False,False
12.3,0.06912336,2,35,1,0,2787.0388,False,False,False,True
20.25,0.025953257,3,23,0,2,2535.3664,False,True,False,False
8.05,0.07884393,4,13,0,1,8760.5964,False,True,False,False
11.65,0.033851785,2,16,0,1,1018.674,False,True,False,False
19.35,0.118342285,4,18,0,1,1789.6704,False,True,False,False
7.235,0.058121214,2,16,0,1,1382.2008,False,True,False,False
12.15,0.015457803,4,16,0,1,5259.82,False,True,False,False
8.615,0.116152226,2,33,2,0,1512.6976,False,True,False,False
6.765,0.087260103,2,23,0,2,2090.612,False,True,False,False
10.3,0.0111263,1,23,0,2,1211.756,False,True,False,False
13.15,0.038167453,1,13,0,1,1230.3984,False,True,False,False
8.84,0.076547632,2,16,0,1,1657.842,False,True,False,False
8.26,0.0,2,18,0,1,739.038,False,True,False,False
20.1,0.074931201,2,11,1,0,1105.228,False,False,True,False
9.695,0.0,3,16,0,1,2619.2572,False,True,False,False
18.85,0.16758389,4,23,0,2,2721.7904,False,True,False,False
18.25,0.054318517,2,21,1,2,6381.693,False,True,False,False
15.85,0.060800116,1,35,1,0,769.6648,False,False,False,True
5.32,0.0,2,33,2,0,1120.5414,False,True,False,False
8.115,0.032152786,3,16,0,1,1869.5664,False,True,False,False
15.1,0.055840055,2,23,0,2,1411.496,False,True,False,False
8.42,0.070968081,4,13,0,1,1941.4728,False,True,False,False
9.0,0.081996013,4,16,0,1,4301.068,False,True,False,False
8.18,0.082737261,1,11,1,0,343.5528,False,False,True,False
7.855,0.011206632,4,35,1,0,3998.7948,False,False,False,True
15.35,0.014047825,1,18,0,1,585.904,False,True,False,False
20.6,0.045982389,3,33,2,0,535.3032,False,True,False,False
9.3,0.042256257,2,33,2,0,1609.9044,False,True,False,False
19.6,0.0,1,21,1,2,649.155,False,True,False,False
11.3,0.056424146,4,16,0,1,2223.1062,False,True,False,False
11.5,0.170254469,2,35,1,0,2127.8968,False,False,False,True
15.3,0.084749164,4,16,0,1,4060.7142,False,True,False,False
8.235,0.014541462,3,13,0,1,3844.995,False,True,False,False
15.2,0.091763303,4,23,0,2,1832.2816,False,True,False,False
16.7,0.069851683,2,35,1,0,1310.2944,False,False,False,True
9.0,0.039004193,1,18,0,1,659.142,False,True,False,False
9.0,0.05060313,3,18,0,1,4402.2696,False,True,False,False
15.35,0.113195815,4,16,0,1,3643.2576,False,True,False,False
11.8,0.134327613,1,35,0,2,33.9558,True,False,False,False
20.1,0.054584207,4,16,0,1,4247.804,False,True,False,False
10.3,0.018623146,1,22,0,0,259.662,True,False,False,False
12.35,0.093278912,2,16,0,1,2607.2728,False,True,False,False
8.88,0.086957199,3,18,0,1,1372.2138,False,True,False,False
15.85,0.13689554,3,22,0,0,529.311,True,False,False,False
14.1,0.090043082,2,11,1,0,846.8976,False,False,True,False
20.25,0.014251461,3,18,0,1,2648.5524,False,True,False,False
16.5,0.035711426,1,21,1,2,1584.604,False,True,False,False
13.6,0.043655155,3,23,0,2,3629.2758,False,True,False,False
9.395,0.108568067,1,35,1,0,809.6128,False,False,False,True
20.35,0.090480214,2,22,0,0,117.8466,True,False,False,False
7.275,0.027942357,3,16,0,1,1611.236,False,True,False,False
19.7,0.041730507,2,16,0,1,2402.2064,False,True,False,False
19.2,0.099589909,2,35,1,0,4225.1668,False,False,False,True
12.85,0.294939214,1,35,0,2,139.818,True,False,False,False
14.15,0.008829806,4,11,1,0,4517.453,False,False,True,False
19.0,0.067722325,2,11,1,0,1573.9512,False,False,True,False
20.35,0.060405784,4,35,1,0,6796.4864,False,False,False,True
20.5,0.0,1,11,1,0,842.237,False,False,True,False
6.96,0.077193561,1,23,0,2,1277.0044,False,True,False,False
15.35,0.013869039,1,11,1,0,447.4176,False,False,True,False
17.1,0.067290244,2,18,0,1,1584.604,False,True,False,False
10.195,0.146960375,3,18,0,1,1685.8056,False,True,False,False
11.1,0.018632082,1,35,0,2,503.3448,True,False,False,False
5.78,0.096536082,3,21,1,2,3574.0144,False,True,False,False
6.385,0.084008316,2,18,0,1,1186.4556,False,True,False,False
5.985,0.005638944,3,35,1,0,3146.5708,False,False,False,True
9.3,0.01601936,4,16,0,1,6474.2392,False,True,False,False
13.65,0.13187274,4,22,0,0,745.696,True,False,False,False
9.195,0.114863923,1,16,0,1,1853.5872,False,True,False,False
9.17,0.103138922,2,21,1,2,3006.087,False,True,False,False
12.6,0.056191301,1,18,0,1,736.3748,False,True,False,False
14.85,0.01867669,4,13,0,1,3956.8494,False,True,False,False
19.35,0.021578923,2,13,0,1,1807.647,False,True,False,False
18.7,0.0,1,16,0,1,467.3916,False,True,False,False
5.46,0.032242661,4,18,0,1,3542.056,False,True,False,False
8.785,0.025962714,2,16,0,1,1949.4624,False,True,False,False
12.6,0.096407554,4,18,0,1,3344.9792,False,True,False,False
8.76,0.050256604,2,11,1,0,2684.5056,False,False,True,False
12.3,0.058234621,1,18,0,1,592.562,False,True,False,False
19.6,0.023931217,2,33,2,0,736.3748,False,True,False,False
10.85,0.284065879,2,35,0,2,211.7244,True,False,False,False
8.155,0.033692089,1,11,1,0,1279.0018,False,False,True,False
12.8,0.023417004,4,35,1,0,7201.2928,False,False,False,True
7.97,0.034647829,3,13,0,1,3103.9596,False,True,False,False
18.85,0.142219209,3,11,1,0,1522.0188,False,False,True,False
11.1,0.11089655,4,18,0,1,2101.9306,False,True,False,False
9.6,0.006708517,3,21,1,2,2972.1312,False,True,False,False
9.27,0.103419257,3,22,0,0,149.805,True,False,False,False
13.35,0.032180494,1,23,0,2,433.4358,False,True,False,False
11.3,0.066717378,4,16,0,1,4920.9278,False,True,False,False
19.0,0.128814669,2,13,0,1,1164.4842,False,True,False,False
12.3,0.111500259,1,18,0,1,846.8976,False,True,False,False
6.425,0.010497273,2,13,0,1,2812.3392,False,True,False,False
11.5,0.020653603,1,11,1,0,865.54,False,False,True,False
5.19,0.042687151,4,21,1,2,2946.165,False,True,False,False
12.15,0.021705417,3,33,2,0,3137.2496,False,True,False,False
15.25,0.026651184,1,21,1,2,1657.1762,False,True,False,False
11.8,0.106968096,4,33,2,0,3113.2808,False,True,False,False
15.7,0.030686952,4,18,0,1,1510.0344,False,True,False,False
16.75,0.008191729,2,23,0,2,1629.8784,False,True,False,False
10.8,0.048218142,1,21,1,2,690.4346,False,True,False,False
11.8,0.107036943,4,16,0,1,4447.544,False,True,False,False
16.35,0.032381325,3,35,1,0,5470.8786,False,False,False,True
7.81,0.034043503,3,21,1,2,2673.8528,False,True,False,False
11.1,0.036027524,3,23,0,2,3339.6528,False,True,False,False
12.85,0.0,1,16,0,1,502.0132,False,True,False,False
10.5,0.02498633,4,16,0,1,3038.7112,False,True,False,False
6.135,0.115032406,3,23,0,2,1288.9888,False,True,False,False
15.85,0.068765925,4,35,1,0,4354.332,False,False,False,True
12.15,0.006727008,2,35,1,0,3202.498,False,False,False,True
